P122144 rev 3: EBOM
, , , , , , , , , , , , , , , , , , ,
Level,부품 번호,개정,수량,Unit Of Measure,부품 명,상태,Ref Des,공정,쪽보드,="F/N",RoHS 결과,SAP반제품코드,현재고(A등급),현재고(B등급),부품 상태,이동평균가,구매업체명,부품그룹,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R426,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R429,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R427,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R417,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R418,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R419,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R79,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R275,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R276,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R277,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R278,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R274,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R448,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R449,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R450,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R10,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R784,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R234,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R227,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R228,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R233,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R231,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R253,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R362,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R363,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R893,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R894,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R402,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R407,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R408,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R409,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R410,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R411,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R412,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R261,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R262,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R70,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R399,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R266,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R263,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R96,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R98,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R903,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R902,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R900,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R898,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R896,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R343,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R326,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R442,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R443,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R135,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R137,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119366,1,1.0,EA (개별),"RES,TF,10㏀,1/10W,±5%,1608,REEL",배포,R138,="Auto-SMD",MAIN,,OK,1119422,6,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119369,1,1.0,EA (개별),"RES,TF,100㏀,1/10W,±5%,1608,REEL",배포,R36,="Auto-SMD",MAIN,,OK,1119422,43129,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119369,1,1.0,EA (개별),"RES,TF,100㏀,1/10W,±5%,1608,REEL",배포,R38,="Auto-SMD",MAIN,,OK,1119422,43129,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119369,1,1.0,EA (개별),"RES,TF,100㏀,1/10W,±5%,1608,REEL",배포,R37,="Auto-SMD",MAIN,,OK,1119422,43129,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119369,1,1.0,EA (개별),"RES,TF,100㏀,1/10W,±5%,1608,REEL",배포,R249,="Auto-SMD",MAIN,,OK,1119422,43129,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119372,1,1.0,EA (개별),"RES,TF,1㏁,1/10W,±5%,1608,REEL",배포,R64,="Auto-SMD",MAIN,,OK,1119422,11449,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119372,1,1.0,EA (개별),"RES,TF,1㏁,1/10W,±5%,1608,REEL",배포,R123,="Auto-SMD",MAIN,,OK,1119422,11449,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119372,1,1.0,EA (개별),"RES,TF,1㏁,1/10W,±5%,1608,REEL",배포,R95,="Auto-SMD",MAIN,,OK,1119422,11449,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119372,1,1.0,EA (개별),"RES,TF,1㏁,1/10W,±5%,1608,REEL",배포,R672,="Auto-SMD",MAIN,,OK,1119422,11449,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119395,1,1.0,EA (개별),"RES,TF,1.2㏀,1/10W,±5%,1608,REEL",배포,R1,="Auto-SMD",MAIN,,OK,1119422,4227,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119395,1,1.0,EA (개별),"RES,TF,1.2㏀,1/10W,±5%,1608,REEL",배포,R24,="Auto-SMD",MAIN,,OK,1119422,4227,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119395,1,1.0,EA (개별),"RES,TF,1.2㏀,1/10W,±5%,1608,REEL",배포,R2,="Auto-SMD",MAIN,,OK,1119422,4227,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119395,1,1.0,EA (개별),"RES,TF,1.2㏀,1/10W,±5%,1608,REEL",배포,R13,="Auto-SMD",MAIN,,OK,1119422,4227,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119422,1,1.0,EA (개별),"RES,TF,1.5㏀,1/10W,±5%,1608,REEL",배포,R605,="Auto-SMD",MAIN,,OK,1119422,21098,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119422,1,1.0,EA (개별),"RES,TF,1.5㏀,1/10W,±5%,1608,REEL",배포,R552,="Auto-SMD",MAIN,,OK,1119422,21098,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119422,1,1.0,EA (개별),"RES,TF,1.5㏀,1/10W,±5%,1608,REEL",배포,R500,="Auto-SMD",MAIN,,OK,1119422,21098,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119422,1,1.0,EA (개별),"RES,TF,1.5㏀,1/10W,±5%,1608,REEL",배포,R430,="Auto-SMD",MAIN,,OK,1119422,21098,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119422,1,1.0,EA (개별),"RES,TF,1.5㏀,1/10W,±5%,1608,REEL",배포,R151,="Auto-SMD",MAIN,,OK,1119422,21098,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119460,1,1.0,EA (개별),"RES,TF,18㏀,1/10W,±5%,1608,REEL",배포,R242,="Auto-SMD",MAIN,,OK,1119422,14015,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119460,1,1.0,EA (개별),"RES,TF,18㏀,1/10W,±5%,1608,REEL",배포,R235,="Auto-SMD",MAIN,,OK,1119422,14015,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119464,1,1.0,EA (개별),"RES,TF,180㏀,1/10W,±5%,1608,REEL",배포,R120,="Auto-SMD",MAIN,,OK,1119422,2883,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119464,1,1.0,EA (개별),"RES,TF,180㏀,1/10W,±5%,1608,REEL",배포,R148,="Auto-SMD",MAIN,,OK,1119422,2883,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119464,1,1.0,EA (개별),"RES,TF,180㏀,1/10W,±5%,1608,REEL",배포,R61,="Auto-SMD",MAIN,,OK,1119422,2883,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119464,1,1.0,EA (개별),"RES,TF,180㏀,1/10W,±5%,1608,REEL",배포,R92,="Auto-SMD",MAIN,,OK,1119422,2883,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119470,="0",1.0,EA (개별),"RES,TF,200,1/10W,5%,2012",배포,R738,="Auto-SMD",MAIN,,OK,1119422,1152,="0",A,2.0,진흥일렉트로닉스,고정저항,
2,119470,="0",1.0,EA (개별),"RES,TF,200,1/10W,5%,2012",배포,R739,="Auto-SMD",MAIN,,OK,1119422,1152,="0",A,2.0,진흥일렉트로닉스,고정저항,
2,119475,1,1.0,EA (개별),"RES,TF,20㏀,1/10W,±5%,1608,REEL",배포,R21,="Auto-SMD",MAIN,,OK,1119422,14727,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119475,1,1.0,EA (개별),"RES,TF,20㏀,1/10W,±5%,1608,REEL",배포,R33,="Auto-SMD",MAIN,,OK,1119422,14727,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119475,1,1.0,EA (개별),"RES,TF,20㏀,1/10W,±5%,1608,REEL",배포,R34,="Auto-SMD",MAIN,,OK,1119422,14727,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119475,1,1.0,EA (개별),"RES,TF,20㏀,1/10W,±5%,1608,REEL",배포,R11,="Auto-SMD",MAIN,,OK,1119422,14727,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119475,1,1.0,EA (개별),"RES,TF,20㏀,1/10W,±5%,1608,REEL",배포,R23,="Auto-SMD",MAIN,,OK,1119422,14727,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119475,1,1.0,EA (개별),"RES,TF,20㏀,1/10W,±5%,1608,REEL",배포,R22,="Auto-SMD",MAIN,,OK,1119422,14727,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119475,1,1.0,EA (개별),"RES,TF,20㏀,1/10W,±5%,1608,REEL",배포,R12,="Auto-SMD",MAIN,,OK,1119422,14727,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R103,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R105,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R108,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R110,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R112,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R131,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R133,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R118,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R119,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R141,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R142,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R143,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R144,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R145,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R146,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R147,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R198,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R186,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R750,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R748,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,R10003,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN1_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN2_2,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN2_1,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN2_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN5_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN6_2,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN6_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN7_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN8_2,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN8_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN9_2,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN9_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN12_2,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN12_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN9_3,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN9_1,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN8_3,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN8_1,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN7_3,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN6_3,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN6_1,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN2_3,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN16_3,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN15_4,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN13_3,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN14_1,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,119486,1,1.0,EA (개별),"RES,TF,22Ω,1/10W,±5%,1608,REEL",배포,RN14_3,="Auto-SMD",MAIN,,OK,1119422,82090,="0",A,1.0,진흥일렉트로닉스,고정저항,
