P122144 rev 3: EBOM
, , , , , , , , , , , , , , , , , , ,
Level,부품 번호,개정,수량,Unit Of Measure,부품 명,상태,Ref Des,공정,쪽보드,="F/N",RoHS 결과,SAP반제품코드,현재고(A등급),현재고(B등급),부품 상태,이동평균가,구매업체명,부품그룹,
2,138066,1,1.0,EA (개별),"IC,CAT24C256W,SOIC08P,REEL",배포,IC2,="Auto-SMD",MAIN,,OK,1119422,2,="0",A,254.0,경진제어,IC,
2,138067,1,1.0,EA (개별),"OSC,27MHz,30PPM,SMD,REEL",배포,Y7,="Auto-SMD",MAIN,,OK,1119422,177,="0",A,1200.0,이엠쎄미콘,발진소자,
2,138067,1,1.0,EA (개별),"OSC,27MHz,30PPM,SMD,REEL",배포,Y8,="Auto-SMD",MAIN,,OK,1119422,177,="0",A,1200.0,이엠쎄미콘,발진소자,
2,138067,1,1.0,EA (개별),"OSC,27MHz,30PPM,SMD,REEL",배포,Y9,="Auto-SMD",MAIN,,OK,1119422,177,="0",A,1200.0,이엠쎄미콘,발진소자,
2,138067,1,1.0,EA (개별),"OSC,27MHz,30PPM,SMD,REEL",배포,Y11,="Auto-SMD",MAIN,,OK,1119422,177,="0",A,1200.0,이엠쎄미콘,발진소자,
2,138318,="0",1.0,EA (개별),"CAP,CE,1U,5%,25Vdc,3216,REEL",배포,C287,="Auto-SMD",MAIN,,OK,1119422,76,="0",A,178.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,138318,="0",1.0,EA (개별),"CAP,CE,1U,5%,25Vdc,3216,REEL",배포,C286,="Auto-SMD",MAIN,,OK,1119422,76,="0",A,178.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,138318,="0",1.0,EA (개별),"CAP,CE,1U,5%,25Vdc,3216,REEL",배포,C292,="Auto-SMD",MAIN,,OK,1119422,76,="0",A,178.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,138318,="0",1.0,EA (개별),"CAP,CE,1U,5%,25Vdc,3216,REEL",배포,C291,="Auto-SMD",MAIN,,OK,1119422,76,="0",A,178.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,138474,="0",1.0,EA (개별),"CAP,CE,AC,Y2/X1,2200PF,250VAC,M,MURATA",배포,C823,="B'D-IN",MAIN,,OK,1119421,1187,="0",A,33.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139126,1,1.0,EA (개별),"RES,240Ω,1/16W,±1%,1005,REEL",배포,R792,="Auto-SMD",MAIN,,OK,1119422,6735,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,139126,1,1.0,EA (개별),"RES,240Ω,1/16W,±1%,1005,REEL",배포,R794,="Auto-SMD",MAIN,,OK,1119422,6735,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,139126,1,1.0,EA (개별),"RES,240Ω,1/16W,±1%,1005,REEL",배포,R793,="Auto-SMD",MAIN,,OK,1119422,6735,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,139126,1,1.0,EA (개별),"RES,240Ω,1/16W,±1%,1005,REEL",배포,R791,="Auto-SMD",MAIN,,OK,1119422,6735,="0",A,1.0,진흥일렉트로닉스,고정저항,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C637,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C194,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C693,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C694,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C686,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C685,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C684,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C723,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C94,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C102,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C111,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C364,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C460,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C454,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C498,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C495,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C528,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C134,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C147,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C533,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C545,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C538,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C567,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C560,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C483,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C504,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C510,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C517,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C152,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C554,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C618,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C621,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C202,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C737,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C739,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C244,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C68,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C80,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C84,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C259,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C129,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C404,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C391,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C389,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C436,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C119,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C318,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C326,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C161,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C234,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C211,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C321,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C653,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C634,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C357,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C368,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C376,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C381,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C361,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C359,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C401,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C411,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C415,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C680,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C682,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C683,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C197,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C676,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C678,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C431,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C445,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C448,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C721,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C97,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C247,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C467,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C488,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C478,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C252,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C300,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C221,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C231,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C426,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C650,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C671,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C144,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C181,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C184,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C168,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C679,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C61,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,139936,="0",1.0,EA (개별),"CAP,CE,MONO,X7R,10UF,16V,K,2012,REEL",배포,C548,="Auto-SMD",MAIN,,OK,1119422,777,="0",A,11.0,주식회사 상도테크,CERAMIC CAPACITOR,
2,140124,="0",1.0,EA (개별),"IC,SiI9135ACTU,144P,TQFP",배포,U29,="Auto-SMD",MAIN,,OK,1119422,117,="0",A,5180.0,유진세미컴,IC,
2,140124,="0",1.0,EA (개별),"IC,SiI9135ACTU,144P,TQFP",배포,U11,="Auto-SMD",MAIN,,OK,1119422,117,="0",A,5180.0,유진세미컴,IC,
2,140124,="0",1.0,EA (개별),"IC,SiI9135ACTU,144P,TQFP",배포,U15,="Auto-SMD",MAIN,,OK,1119422,117,="0",A,5180.0,유진세미컴,IC,
2,140124,="0",1.0,EA (개별),"IC,SiI9135ACTU,144P,TQFP",배포,U21,="Auto-SMD",MAIN,,OK,1119422,117,="0",A,5180.0,유진세미컴,IC,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U27,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U62,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U63,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U67,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U68,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U69,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U52,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U53,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U57,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U58,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U59,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U54,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U28,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U26,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
2,140731,="0",1.0,EA (개별),"SURGE ABSORBER,Rclamp0524PA",배포,U22,="Auto-SMD",MAIN,,OK,1119422,3012,="0",A,196.0,태경세미컴,SURGE ABSORBER,
